wave,hate_violence_means,hate_pol_message,hate_prevent_settlement,hate_polcondemn,hate_justified,MateComp.cont,JobComp.cont,LifeSatis.cont,pop_15_44_muni_gendergap_2015,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,lrscale,afd,muslim_ind,afd_ind,contact_ind,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife,women_role
4,1,1,1,2,1,1,1,8,0.964720986187954,38,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",20,Employee in low / medium position,"2,500 to below 3,000 <80>",1,5,3-5 kilometers,1000 and more,4,0,0.125,0,0,NA,NA,NA,2,2,3,1,4,2,3,2,3,2,3,2,3,3,4,3,2
4,1,1,1,1,1,1,1,7,0.964720986187954,23,18-29,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",15,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,5,6-10 kilometers,1000 and more,2,0,0.125,0,0.3333333333333333,NA,NA,NA,2,2,1,1,2,2,2,4,2,2,2,1,3,3,4,2,1
4,1,1,1,1,1,2,1,8,0.964720986187954,21,18-29,Male,Nordrhein-Westfalen,0,"Single, without partner",Muslim,15,"In schooling / vocational training, student","500 to below 1,000 <80>",1,6,3-5 kilometers,500 <96> 999,4,0,0,0,0.6666666666666666,NA,NA,NA,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,4
4,2,1,1,2,1,3,2,5,0.964720986187954,41,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,20,Self-employed / freelancer,"500 to below 1,000 <80>",1,5,Less than 3 kilometer,1000 and more,5,1,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,2
4,2,1,1,3,1,2,2,7,0.964720986187954,69,60 and older,Female,Nordrhein-Westfalen,1,Divorced / separated,"Christian, but not close to a particular religious community",11,Retired,"1,000 to below 1,500 <80>",1,6,Don't know,500 <96> 999,2,20,1,0.6666666666666666,0,NA,NA,NA,4,2,3,3,1,3,3,3,3,3,3,4,3,4,3,2,2
4,4,4,3,3,4,2,4,2,0.964720986187954,41,40-49,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",20,Employee in low / medium position,"3,000 to below 3,500 <80>",5,4,Less than 3 kilometer,1000 and more,5,10,0.875,0.6666666666666666,0.16666666666666666,NA,NA,NA,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1
4,1,1,1,1,1,2,2,6,0.964720986187954,26,18-29,Female,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,10,"In schooling / vocational training, student","2,000 to below 2,500 <80>",3,6,3-5 kilometers,250 <96> 499,4,0,0.375,0,0,NA,NA,NA,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2
4,1,1,1,1,1,2,2,8,0.964720986187954,73,60 and older,Male,Nordrhein-Westfalen,1,Married,Protestant,16,Retired,"1,500 to below 2,000 <80>",3,4,Less than 3 kilometer,250 <96> 499,5,2,0.125,0.3333333333333333,0,NA,NA,NA,2,2,3,3,3,1,1,3,4,1,1,1,2,4,3,4,1
4,2,2,2,3,2,3,3,8,0.964720986187954,62,60 and older,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,11,Employee in low / medium position,"2,000 to below 2,500 <80>",2,5,Less than 3 kilometer,50 <96> 249,5,0,1,0,0.5,NA,NA,NA,2,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3
4,1,1,1,1,1,1,2,7,0.964720986187954,28,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",14,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,Don't know,250 <96> 499,5,1,0.125,0,0,NA,NA,NA,3,3,3,2,3,2,3,1,3,2,2,2,3,4,4,2,2
4,1,3,1,4,2,1,1,3,0.964720986187954,19,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Protestant,14,"In schooling / vocational training, student","500 to below 1,000 <80>",1,8,Less than 3 kilometer,1000 and more,8,90,0.75,1,0.8333333333333334,NA,NA,NA,4,3,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4
4,3,3,2,1,1,2,1,3,0.964720986187954,21,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner",Muslim,NA,Other,"1,000 to below 1,500 <80>",5,0 ( BOTTOM ),Don't know,50 <96> 249,4,0,0.5,0,0.3333333333333333,NA,NA,NA,3,4,2,4,1,2,1,3,1,3,3,1,4,1,3,1,4
4,1,1,1,1,1,1,1,8,0.964720986187954,27,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",10,"In schooling / vocational training, student","2,500 to below 3,000 <80>",3,6,Less than 3 kilometer,1000 and more,2,0,0.25,0,0.6666666666666666,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1
4,3,2,3,3,3,1,4,10,0.964720986187954,42,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",16,Employee in high position,"4,000 to below 4,500 <80>",1,5,3-5 kilometers,250 <96> 499,5,0,1,0.3333333333333333,0.5,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
4,3,3,4,3,3,2,3,8,0.964720986187954,56,50-59,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,Don't know,1 <96> 49,9,93,1,1,0.16666666666666666,NA,NA,NA,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,2
4,1,1,1,2,1,1,1,9,0.964720986187954,60,50-59,Male,Nordrhein-Westfalen,1,Married,Protestant,19,Self-employed / freelancer,"3,500 to below 4,000 <80>",2,8,Less than 3 kilometer,250 <96> 499,6,0,0.375,0.3333333333333333,0,NA,NA,NA,3,2,2,1,1,2,3,2,2,3,2,2,2,3,3,2,1
4,1,1,1,2,1,1,1,3,0.964720986187954,26,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",20,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,5,Less than 3 kilometer,500 <96> 999,1,0,0.375,0,0.16666666666666666,NA,NA,NA,2,2,3,2,3,2,3,3,3,3,3,2,1,4,2,3,3
4,1,1,1,2,1,1,1,8,0.964720986187954,32,30-39,Male,Nordrhein-Westfalen,1,Married,Protestant,20,Senior civil servant <96> highest level,"4,000 to below 4,500 <80>",2,7,Less than 3 kilometer,1000 and more,4,0,0,0,0.6666666666666666,NA,NA,NA,3,2,1,1,1,2,2,1,1,2,1,2,3,3,3,3,3
4,2,2,1,1,3,3,3,8,0.964720986187954,28,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",15,Civil servant,"2,500 to below 3,000 <80>",1,7,Less than 3 kilometer,1000 and more,4,70,0.75,0.6666666666666666,0.6666666666666666,NA,NA,NA,3,3,3,3,4,2,4,3,3,2,4,3,3,4,4,3,3
4,3,3,3,2,4,3,3,8,0.964720986187954,24,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,13,Employee in low / medium position,"2,500 to below 3,000 <80>",2,3,11-20 kilometers,250 <96> 499,3,9,0.75,1,0.6666666666666666,NA,NA,NA,1,1,4,3,3,2,4,3,3,1,3,1,3,3,4,3,4
4,2,3,2,4,2,1,1,8,0.964720986187954,31,30-39,Female,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,13,Unskilled worker,"1,000 to below 1,500 <80>",1,5,Don't know,1 <96> 49,9,100,1,1,0.16666666666666666,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
4,1,1,1,2,1,2,2,4,0.964720986187954,38,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,20,Employee in high position,"2,000 to below 2,500 <80>",1,6,Less than 3 kilometer,1000 and more,5,21,0.5,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,4,4,3,3,4,3,4,3,4,3,4,3,4,3,2,1
4,1,1,1,1,1,1,2,4,0.964720986187954,30,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",20,Self-employed / freelancer,"2,000 to below 2,500 <80>",2,6,Don't know,1000 and more,3,0,0.125,0,0,NA,NA,NA,3,2,1,1,2,3,1,1,3,3,1,2,2,3,3,2,2
4,1,1,1,2,1,1,1,7,0.964720986187954,37,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",19,Employee in high position,"2,000 to below 2,500 <80>",1,7,Don't know,50 <96> 249,2,0,0,0,0,NA,NA,NA,2,2,1,1,2,2,1,1,3,2,1,1,2,3,3,2,1
4,3,3,3,3,3,1,3,4,0.964720986187954,61,60 and older,Female,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,14,Unemployed / seeking work,"2,000 to below 2,500 <80>",2,3,Less than 3 kilometer,1000 and more,3,0,1,0.6666666666666666,0.16666666666666666,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4
4,2,1,1,2,2,1,2,7,0.964720986187954,56,50-59,Female,Nordrhein-Westfalen,1,Married,Protestant,12,Homemaker,"2,000 to below 2,500 <80>",2,6,6-10 kilometers,50 <96> 249,6,0,0.5,0.3333333333333333,0,NA,NA,NA,3,3,3,3,2,3,2,2,3,3,2,3,3,4,3,2,3
4,1,1,1,1,1,1,2,5,0.964720986187954,52,50-59,Female,Nordrhein-Westfalen,1,Divorced / separated,Protestant,18,Employee in high position,"2,500 to below 3,000 <80>",2,6,Less than 3 kilometer,500 <96> 999,3,0,0.625,0,0.5,NA,NA,NA,3,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,1
4,1,1,1,1,1,1,1,5,0.964720986187954,47,40-49,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",21,Permanently sick or disabled,"500 to below 1,000 <80>",1,2,Less than 3 kilometer,250 <96> 499,2,0,0.375,0,0.5,NA,NA,NA,2,1,2,2,3,2,2,2,3,2,2,2,3,3,3,3,1
4,1,1,1,1,1,1,1,7,0.964720986187954,21,18-29,Male,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",15,"In schooling / vocational training, student","3,000 to below 3,500 <80>",4,8,Less than 3 kilometer,250 <96> 499,5,0,0,0,0.16666666666666666,NA,NA,NA,2,2,1,1,3,2,1,1,3,2,1,2,2,4,2,2,1
4,1,1,1,1,1,1,4,8,0.964720986187954,43,40-49,Male,Nordrhein-Westfalen,1,Married,Protestant,13,Retired,"1,500 to below 2,000 <80>",4,1,3-5 kilometers,250 <96> 499,2,0,0.875,0,0,NA,NA,NA,2,3,4,4,4,2,3,4,4,2,4,4,4,4,4,4,4
4,1,1,1,2,1,1,1,8,0.964720986187954,52,50-59,Female,Nordrhein-Westfalen,1,Married,"Christian, but not close to a particular religious community",14,Employee in low / medium position,"2,500 to below 3,000 <80>",2,7,6-10 kilometers,1 <96> 49,1,0,0.625,0.3333333333333333,0.6666666666666666,NA,NA,NA,3,3,3,1,3,2,3,3,1,2,2,2,1,3,2,2,3
4,1,1,1,2,1,2,2,8,0.964720986187954,62,60 and older,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",14,Retired,"4,000 to below 4,500 <80>",2,6,Don't know,1000 and more,5,0,0.375,0.3333333333333333,0.16666666666666666,NA,NA,NA,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,3,2
4,1,1,1,1,1,1,1,8,0.964720986187954,35,30-39,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,20,Employee in high position,"3,000 to below 3,500 <80>",2,6,Don't know,1000 and more,5,1,0.25,0.3333333333333333,0,NA,NA,NA,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,2
4,2,2,2,2,4,3,3,1,0.964720986187954,56,50-59,Female,Nordrhein-Westfalen,1,"Single, without partner",Other non-Christian religion,14,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,Less than 3 kilometer,1000 and more,8,100,0.875,1,0.6666666666666666,NA,NA,NA,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
4,1,1,1,3,1,3,2,9,0.964720986187954,41,40-49,Male,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",18,Senior civil servant,"5,000 or more <80>",3,6,Less than 3 kilometer,1000 and more,2,0,0.375,0,0.6666666666666666,NA,NA,NA,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2
4,1,1,1,1,1,1,2,8,0.964720986187954,20,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,14,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,7,Less than 3 kilometer,1000 and more,4,0,0,0,0.3333333333333333,NA,NA,NA,2,1,3,3,2,2,2,2,3,2,2,1,2,3,3,2,2
4,2,1,1,3,2,3,4,5,0.964720986187954,49,40-49,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,14,Skilled worker,"2,500 to below 3,000 <80>",3,4,3-5 kilometers,50 <96> 249,7,40,0.875,1,0.3333333333333333,NA,NA,NA,4,2,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4
4,1,1,1,1,1,2,2,6,0.964720986187954,38,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",15,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,Don't know,1000 and more,6,0,0.875,0.6666666666666666,0.5,NA,NA,NA,3,4,4,3,3,3,4,4,3,2,3,2,3,3,3,3,1
4,1,1,1,1,1,1,1,8,0.964720986187954,64,60 and older,Male,Nordrhein-Westfalen,1,Married,"Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",18,Senior civil servant <96> highest level,"3,500 to below 4,000 <80>",2,7,3-5 kilometers,1 <96> 49,1,4,0.125,0,0.6666666666666666,NA,NA,NA,2,1,1,1,2,1,1,1,3,1,1,2,2,2,1,3,1
4,1,1,1,1,1,1,3,6,0.964720986187954,68,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,14,Retired,"2,000 to below 2,500 <80>",2,6,3-5 kilometers,50 <96> 249,5,0,0.875,0.3333333333333333,0,NA,NA,NA,3,2,3,4,3,3,2,3,3,3,2,2,3,3,3,3,2
4,1,1,1,1,1,1,1,5,0.964720986187954,40,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",13,Self-employed / freelancer,No answer,1,5,11-20 kilometers,250 <96> 499,4,0,0.125,0,0,NA,NA,NA,2,2,2,2,2,2,1,1,2,2,1,2,2,3,3,3,1
4,3,2,2,2,2,1,3,10,0.964720986187954,46,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,14,Employee in high position,"4,000 to below 4,500 <80>",1,9,3-5 kilometers,1000 and more,8,80,0.875,1,0,NA,NA,NA,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
4,1,1,1,1,1,1,1,2,1.013859767582359,27,18-29,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,20,Employee in low / medium position,"4,000 to below 4,500 <80>",3,6,3-5 kilometers,50 <96> 249,4,0,0.5,0,0.3333333333333333,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,1,2,2,3,1,1,1
4,1,1,1,1,1,2,2,9,1.013859767582359,64,60 and older,Female,Nordrhein-Westfalen,1,Married,"Christian, but not close to a particular religious community",12,Homemaker,"1,500 to below 2,000 <80>",2,5,6-10 kilometers,250 <96> 499,5,10,0.375,0.6666666666666666,0.3333333333333333,NA,NA,NA,3,2,3,2,3,3,3,3,3,4,3,3,2,4,3,2,3
4,3,2,2,2,2,4,4,7,1.013859767582359,52,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",10,Employee in low / medium position,"3,000 to below 3,500 <80>",2,5,Less than 3 kilometer,1000 and more,4,11,1,1,0.16666666666666666,NA,NA,NA,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1
4,2,2,2,2,2,2,3,7,1.013859767582359,50,40-49,Female,Nordrhein-Westfalen,1,"Single, without partner","Christian, but not close to a particular religious community",12,Retired,"500 to below 1,000 <80>",1,4,Less than 3 kilometer,500 <96> 999,4,2,1,0.3333333333333333,0.8333333333333334,NA,NA,NA,3,3,2,3,3,2,3,3,3,3,3,3,3,3,4,3,1
4,1,1,1,1,1,1,1,8,1.013859767582359,44,40-49,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",16,Employee in low / medium position,"4,500 to below 5,000 <80>",2,7,Don't know,50 <96> 249,5,0,0.125,0,0,NA,NA,NA,3,2,1,1,3,2,1,1,2,2,2,2,2,3,3,3,1
4,1,1,1,1,1,2,1,9,1.013859767582359,34,30-39,Male,Nordrhein-Westfalen,1,Married,Protestant,16,Employee in high position,No answer,2,7,Less than 3 kilometer,1000 and more,2,0,0.25,0,0,NA,NA,NA,2,2,1,1,3,2,1,3,2,2,2,2,3,3,3,3,2
4,2,2,2,2,2,2,3,8,1.013859767582359,63,60 and older,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,16,Civil servant,"2,000 to below 2,500 <80>",1,8,Less than 3 kilometer,500 <96> 999,8,70,0.75,1,0.8333333333333334,NA,NA,NA,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,1
4,3,2,2,2,2,3,3,9,1.013859767582359,74,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,17,Retired,"4,000 to below 4,500 <80>",2,9,21-50 kilometers,50 <96> 249,7,0,0.875,1,0.3333333333333333,NA,NA,NA,3,2,3,3,4,2,3,3,3,2,3,3,3,3,3,3,2
4,1,1,1,1,1,1,2,8,1.013859767582359,26,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",16,"In schooling / vocational training, student","1,000 to below 1,500 <80>",1,7,6-10 kilometers,250 <96> 499,5,0,0.125,0,0.3333333333333333,NA,NA,NA,2,1,3,3,1,2,1,1,2,3,1,2,1,4,3,1,1
4,4,4,4,4,4,4,4,0,1.3064298008359971,50,40-49,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,12,Homemaker,"1,500 to below 2,000 <80>",2,5,Less than 3 kilometer,1000 and more,5,0,1,1,0.8333333333333334,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,1
4,2,2,2,3,3,2,3,8,1.3064298008359971,37,30-39,Female,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,18,Employee in high position,"2,000 to below 2,500 <80>",1,9,Less than 3 kilometer,1000 and more,8,60,0.875,0.6666666666666666,0.3333333333333333,NA,NA,NA,3,4,3,3,3,3,3,2,3,3,2,3,3,3,4,2,3
4,3,3,3,1,3,4,4,7,1.3064298008359971,62,60 and older,Female,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",11,Permanently sick or disabled,"500 to below 1,000 <80>",1,4,6-10 kilometers,1000 and more,6,61,1,1,0.16666666666666666,NA,NA,NA,4,3,4,4,4,4,4,4,4,1,4,1,4,4,4,4,3
4,3,1,1,3,1,1,2,6,1.3064298008359971,30,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,18,"In schooling / vocational training, student","5,000 or more <80>",4,6,More than 50 kilometer,50 <96> 249,6,20,1,1,0.5,NA,NA,NA,3,3,3,3,2,2,3,3,3,2,3,2,3,4,4,4,2
4,2,1,1,1,1,2,2,8,1.3064298008359971,71,60 and older,Female,Nordrhein-Westfalen,1,Widowed,"Christian, but not close to a particular religious community",19,Retired,"2,500 to below 3,000 <80>",3,7,Less than 3 kilometer,1000 and more,4,0,0.125,0,0,NA,NA,NA,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2
4,1,1,1,1,1,1,3,9,1.0354430379746835,59,50-59,Female,Nordrhein-Westfalen,1,Divorced / separated,"No, I don't feel close to any religion",14,Self-employed / freelancer,"1,500 to below 2,000 <80>",1,7,Don't know,1 <96> 49,4,34,0.125,0.3333333333333333,0.16666666666666666,NA,NA,NA,2,3,3,3,2,2,3,3,3,2,2,2,1,4,3,1,2
4,3,2,3,3,3,2,2,4,1.054415223433825,30,18-29,Male,Nordrhein-Westfalen,1,Married,Protestant,9,Skilled worker,"2,000 to below 2,500 <80>",4,5,Less than 3 kilometer,250 <96> 499,5,77,1,1,0.6666666666666666,NA,NA,NA,2,3,3,2,3,2,3,2,2,3,2,2,3,3,2,3,3
4,1,1,1,2,1,2,2,8,1.054415223433825,40,30-39,Male,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",22,Employee in low / medium position,"2,000 to below 2,500 <80>",1,9,Less than 3 kilometer,500 <96> 999,2,0,0.5,0,0,NA,NA,NA,2,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,2
4,1,1,1,1,1,1,1,7,1.031310900350786,25,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together","Christian, but not close to a particular religious community",18,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,6,Less than 3 kilometer,50 <96> 249,4,0,0,0.3333333333333333,0.5,NA,NA,NA,2,2,2,1,2,2,2,1,3,2,1,2,1,3,4,2,2
4,4,4,3,4,4,1,2,5,1.031310900350786,46,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,12,Unskilled worker,"1,500 to below 2,000 <80>",4,5,Less than 3 kilometer,250 <96> 499,5,1,0.75,0.6666666666666666,0.16666666666666666,NA,NA,NA,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,1
4,2,1,1,3,2,2,3,5,1.031310900350786,61,60 and older,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",12,Retired,"1,500 to below 2,000 <80>",2,5,3-5 kilometers,50 <96> 249,5,80,0.5,1,0.3333333333333333,NA,NA,NA,2,2,4,3,2,3,2,4,3,3,4,3,3,3,3,2,2
4,1,1,1,4,1,1,1,9,1.031310900350786,57,50-59,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,16,Employee in low / medium position,"5,000 or more <80>",2,6,More than 50 kilometer,1000 and more,8,81,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,1,1,1,2,1,2,2,5,1.0367568719369271,61,60 and older,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",12,Self-employed / freelancer,"2,500 to below 3,000 <80>",2,5,3-5 kilometers,50 <96> 249,3,0,0.25,0.3333333333333333,0.3333333333333333,NA,NA,NA,2,1,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2
4,3,2,2,3,2,3,4,8,1.0553949170598085,32,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,19,Employee in low / medium position,"2,000 to below 2,500 <80>",1,7,3-5 kilometers,250 <96> 499,5,2,1,0.3333333333333333,0.8333333333333334,NA,NA,NA,3,2,3,2,2,4,3,4,4,3,3,3,3,4,4,3,2
4,2,3,3,2,3,1,3,9,1.0960307298335468,51,50-59,Female,Nordrhein-Westfalen,1,"With partner, living together",Protestant,13,Employee in low / medium position,"2,500 to below 3,000 <80>",3,8,3-5 kilometers,1000 and more,5,80,1,1,0.5,NA,NA,NA,4,2,4,3,4,4,4,4,3,3,4,3,4,3,3,3,2
4,1,1,1,3,2,2,2,7,1.0960307298335468,36,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,24,Unskilled worker,"500 to below 1,000 <80>",1,4,6-10 kilometers,250 <96> 499,5,2,0.5,0,0,NA,NA,NA,3,2,2,3,3,2,2,1,4,3,2,3,2,4,3,2,2
4,1,1,1,1,1,1,1,8,1.0960307298335468,26,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,18,"In schooling / vocational training, student","1,000 to below 1,500 <80>",1,6,3-5 kilometers,500 <96> 999,4,0,0,0.3333333333333333,0.8333333333333334,NA,NA,NA,2,1,1,1,1,3,2,1,2,2,1,1,2,2,3,3,2
4,1,1,1,1,1,1,1,7,1.0960307298335468,45,40-49,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",17,Homemaker,"1,500 to below 2,000 <80>",2,5,Less than 3 kilometer,1000 and more,3,1,0.75,0.6666666666666666,0.5,NA,NA,NA,4,2,4,4,2,2,4,4,4,3,4,2,3,4,4,4,4
4,1,2,2,2,3,2,3,7,1.0284318080852954,50,40-49,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,13,Skilled worker,"2,500 to below 3,000 <80>",2,6,11-20 kilometers,50 <96> 249,5,1,0.5,0,0,NA,NA,NA,3,2,3,3,3,2,3,3,2,3,3,3,3,3,2,2,2
4,2,2,2,2,3,2,3,1,1.0960960960960962,52,50-59,Female,Nordrhein-Westfalen,1,"Single, without partner","Christian, but not close to a particular religious community",5,Unemployed / seeking work,"500 to below 1,000 <80>",1,1,3-5 kilometers,500 <96> 999,3,1,0.75,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,2,3,3,3,2,3,3,3,2,3,2,2,3,3,2,3
4,2,1,2,3,3,2,2,6,1.0038734667527438,61,60 and older,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,16,Retired,"3,000 to below 3,500 <80>",2,6,Don't know,50 <96> 249,9,90,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2
4,1,1,1,1,1,1,3,8,1.0517687661777395,57,50-59,Female,Nordrhein-Westfalen,1,Married,Protestant Free Church,18,Homemaker,"3,000 to below 3,500 <80>",3,6,Less than 3 kilometer,50 <96> 249,8,2,0.75,1,0.16666666666666666,NA,NA,NA,3,2,4,4,3,3,3,3,3,3,3,3,2,3,2,3,4
4,2,1,2,4,2,2,2,8,1.0553420445810917,52,50-59,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,14,Unskilled worker,"4,000 to below 4,500 <80>",2,7,Don't know,1 <96> 49,8,99,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3
4,1,1,1,2,1,2,2,4,1.0553420445810917,25,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,18,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,Less than 3 kilometer,1 <96> 49,2,1,0.625,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,1,3,3,3,2,3,3,3,2,3,3,3,2,4,3,3
4,2,2,2,2,1,1,1,4,1.073514344262295,62,60 and older,Male,Nordrhein-Westfalen,1,Married,"Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",8,Retired,"1,000 to below 1,500 <80>",2,5,3-5 kilometers,50 <96> 249,6,35,0.875,1,0.5,NA,NA,NA,3,4,4,3,3,3,4,3,4,4,3,4,4,3,3,2,3
4,1,1,1,1,1,1,1,8,1.0499803613511391,26,18-29,Male,Nordrhein-Westfalen,1,"With partner, not living together","Christian, but not close to a particular religious community",20,"In schooling / vocational training, student",No answer,3,8,3-5 kilometers,50 <96> 249,3,10,0,0,0,NA,NA,NA,3,2,3,2,2,2,2,3,3,3,2,3,3,3,3,1,1
